STATION,NAME,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
USW00014739,"BOSTON, MA US",2018-09-27,10.74,0.05,0.0,68.0,71,61
USW00014739,"BOSTON, MA US",2018-09-28,8.95,0.35,0.0,60.0,62,58
USW00014739,"BOSTON, MA US",2018-09-29,7.61,0.0,0.0,63.0,74,55
USW00014739,"BOSTON, MA US",2018-09-30,7.16,0.0,0.0,62.0,70,54
USW00014739,"BOSTON, MA US",2018-10-01,8.95,0.06,0.0,62.0,68,57
USW00014739,"BOSTON, MA US",2018-10-02,7.83,0.29,0.0,58.0,64,57
USW00014739,"BOSTON, MA US",2018-10-03,5.37,0.21,0.0,59.0,64,54
USW00014739,"BOSTON, MA US",2018-10-04,10.96,0.0,0.0,65.0,73,59
USW00014739,"BOSTON, MA US",2018-10-05,10.74,0.0,0.0,62.0,69,53
USW00014739,"BOSTON, MA US",2018-10-06,7.61,0.0,0.0,56.0,63,51
USW00014739,"BOSTON, MA US",2018-10-07,10.51,0.1,0.0,67.0,80,60
USW00014739,"BOSTON, MA US",2018-10-08,9.4,0.0,0.0,58.0,60,55
USW00014739,"BOSTON, MA US",2018-10-09,12.3,0.0,0.0,67.0,80,58
USW00014739,"BOSTON, MA US",2018-10-10,12.3,0.0,0.0,75.0,86,68
USW00014739,"BOSTON, MA US",2018-10-11,7.83,0.6,0.0,65.0,72,58
USW00014739,"BOSTON, MA US",2018-10-12,11.18,0.09,0.0,59.0,63,51
USW00014739,"BOSTON, MA US",2018-10-13,9.4,0.13,0.0,52.0,54,46
USW00014739,"BOSTON, MA US",2018-10-14,10.07,0.0,0.0,51.0,59,45
USW00014739,"BOSTON, MA US",2018-10-15,12.3,0.07,0.0,54.0,70,45
USW00014739,"BOSTON, MA US",2018-10-16,14.09,0.03,0.0,57.0,60,47
USW00014739,"BOSTON, MA US",2018-10-17,14.09,0.0,0.0,52.0,63,44
USW00014739,"BOSTON, MA US",2018-10-18,15.43,0.0,0.0,45.0,49,39
USW00014739,"BOSTON, MA US",2018-10-19,13.87,0.0,0.0,48.0,63,37
USW00014739,"BOSTON, MA US",2018-10-20,13.2,0.0,0.0,59.0,66,49
USW00014739,"BOSTON, MA US",2018-10-21,14.76,0.03,0.0,49.0,53,37
USW00014739,"BOSTON, MA US",2018-10-22,8.95,0.0,0.0,43.0,54,34
USW00014739,"BOSTON, MA US",2018-10-23,8.5,0.41,0.0,49.0,56,41
USW00014739,"BOSTON, MA US",2018-10-24,11.18,0.04,0.0,46.0,49,41
USW00014739,"BOSTON, MA US",2018-10-25,13.42,0.0,0.0,44.0,51,37
USW00014739,"BOSTON, MA US",2018-10-26,8.28,0.0,0.0,40.0,48,34
USW00014739,"BOSTON, MA US",2018-10-27,24.61,1.17,0.0,47.0,52,43
USW00014739,"BOSTON, MA US",2018-10-28,8.72,0.03,0.0,49.0,54,43
USW00014739,"BOSTON, MA US",2018-10-29,9.62,0.52,0.0,52.0,60,44
USW00014739,"BOSTON, MA US",2018-10-30,12.53,0.0,0.0,47.0,50,39
USW00014739,"BOSTON, MA US",2018-10-31,9.4,0.0,0.0,45.0,58,37
USW00014739,"BOSTON, MA US",2018-11-01,6.71,0.01,0.0,58.0,64,53
USW00014739,"BOSTON, MA US",2018-11-02,12.75,0.36,0.0,61.0,70,53
USW00014739,"BOSTON, MA US",2018-11-03,18.12,1.39,0.0,60.0,68,47
USW00014739,"BOSTON, MA US",2018-11-04,9.84,0.0,0.0,49.0,56,42
USW00014739,"BOSTON, MA US",2018-11-05,13.65,0.36,0.0,49.0,52,46
USW00014739,"BOSTON, MA US",2018-11-06,8.95,0.78,0.0,51.0,60,48
USW00014739,"BOSTON, MA US",2018-11-07,12.75,0.0,0.0,59.0,64,53
USW00014739,"BOSTON, MA US",2018-11-08,10.74,0.0,0.0,52.0,57,44
USW00014739,"BOSTON, MA US",2018-11-09,14.76,1.1,0.0,46.0,50,38
USW00014739,"BOSTON, MA US",2018-11-10,17.0,0.45,0.0,48.0,50,37
USW00014739,"BOSTON, MA US",2018-11-11,13.2,0.0,0.0,40.0,46,35
USW00014739,"BOSTON, MA US",2018-11-12,6.93,0.0,0.0,41.0,50,33
USW00014739,"BOSTON, MA US",2018-11-13,13.87,1.1,0.0,48.0,54,42
USW00014739,"BOSTON, MA US",2018-11-14,17.0,0.0,0.0,38.0,42,25
USW00014739,"BOSTON, MA US",2018-11-15,9.84,0.46,0.1,27.0,38,23
USW00014739,"BOSTON, MA US",2018-11-16,20.8,0.57,0.0,38.0,46,35
USW00014739,"BOSTON, MA US",2018-11-17,12.75,0.0,0.0,42.0,50,37
USW00014739,"BOSTON, MA US",2018-11-18,6.71,0.0,0.0,40.0,41,38
USW00014739,"BOSTON, MA US",2018-11-19,5.59,0.17,0.0,39.0,41,36
USW00014739,"BOSTON, MA US",2018-11-20,10.07,0.4,0.0,39.0,42,35
USW00014739,"BOSTON, MA US",2018-11-21,15.88,0.0,0.0,37.0,43,24
USW00014739,"BOSTON, MA US",2018-11-22,18.57,0.0,0.0,20.0,24,14
USW00014739,"BOSTON, MA US",2018-11-23,12.3,0.0,0.0,21.0,32,15
USW00014739,"BOSTON, MA US",2018-11-24,10.51,0.0,0.0,35.0,47,29
USW00014739,"BOSTON, MA US",2018-11-25,8.95,0.78,0.0,45.0,49,42
USW00014739,"BOSTON, MA US",2018-11-26,13.42,0.87,0.0,45.0,47,42
USW00014739,"BOSTON, MA US",2018-11-27,17.0,0.46,0.0,45.0,49,38
USW00014739,"BOSTON, MA US",2018-11-28,15.21,0.0,0.0,40.0,44,36
USW00014739,"BOSTON, MA US",2018-11-29,15.66,0.0,0.0,42.0,46,37
USW00014739,"BOSTON, MA US",2018-11-30,6.71,0.0,0.0,38.0,44,33
USW00014739,"BOSTON, MA US",2018-12-01,6.71,0.0,0.0,39.0,45,35
USW00014739,"BOSTON, MA US",2018-12-02,8.05,0.75,0.0,44.0,51,41
USW00014739,"BOSTON, MA US",2018-12-03,10.51,0.0,0.0,50.0,58,44
USW00014739,"BOSTON, MA US",2018-12-04,15.66,0.0,0.0,40.0,44,27
USW00014739,"BOSTON, MA US",2018-12-05,6.93,0.0,0.0,29.0,36,25
USW00014739,"BOSTON, MA US",2018-12-06,10.96,0.0,0.0,35.0,42,30
USW00014739,"BOSTON, MA US",2018-12-07,13.42,0.0,0.0,37.0,40,26
USW00014739,"BOSTON, MA US",2018-12-08,10.51,0.0,0.0,26.0,31,20
USW00014739,"BOSTON, MA US",2018-12-09,9.4,0.0,0.0,29.0,37,23
USW00014739,"BOSTON, MA US",2018-12-10,8.95,0.0,0.0,33.0,39,26
USW00014739,"BOSTON, MA US",2018-12-11,6.71,0.0,0.0,30.0,38,23
USW00014739,"BOSTON, MA US",2018-12-12,12.3,0.0,0.0,34.0,39,24
USW00014739,"BOSTON, MA US",2018-12-13,6.04,0.0,0.0,27.0,35,21
USW00014739,"BOSTON, MA US",2018-12-14,5.82,0.0,0.0,36.0,46,29
USW00014739,"BOSTON, MA US",2018-12-15,9.17,0.0,0.0,48.0,55,40
USW00014739,"BOSTON, MA US",2018-12-16,17.9,0.54,0.0,44.0,45,41
USW00014739,"BOSTON, MA US",2018-12-17,14.54,0.04,0.0,40.0,43,36
USW00014739,"BOSTON, MA US",2018-12-18,20.8,0.02,0.1,33.0,39,25
USW00014739,"BOSTON, MA US",2018-12-19,9.84,0.0,0.0,31.0,42,24
USW00014739,"BOSTON, MA US",2018-12-20,8.05,0.0,0.0,39.0,50,32
USW00014739,"BOSTON, MA US",2018-12-21,14.76,0.61,0.0,52.0,65,43
USW00014739,"BOSTON, MA US",2018-12-22,17.22,0.02,0.0,52.0,56,37
USW00014739,"BOSTON, MA US",2018-12-23,12.08,0.0,0.0,38.0,43,33
USW00014739,"BOSTON, MA US",2018-12-24,7.61,0.0,0.0,35.0,39,32
USW00014739,"BOSTON, MA US",2018-12-25,10.74,0.0,0.0,36.0,39,29
USW00014739,"BOSTON, MA US",2018-12-26,10.51,0.0,0.0,32.0,40,26
USW00014739,"BOSTON, MA US",2018-12-27,9.17,0.0,0.0,34.0,38,30
USW00014739,"BOSTON, MA US",2018-12-28,11.41,0.33,0.0,41.0,57,34
USW00014739,"BOSTON, MA US",2018-12-29,13.2,0.0,0.0,49.0,54,32
USW00014739,"BOSTON, MA US",2018-12-30,6.26,0.0,0.0,32.0,34,26
USW00014739,"BOSTON, MA US",2018-12-31,10.51,0.41,0.0,36.0,45,31
USW00014739,"BOSTON, MA US",2019-01-01,15.88,0.38,0.0,47.0,59,34
USW00014739,"BOSTON, MA US",2019-01-02,9.4,0.0,0.0,33.0,37,28
USW00014739,"BOSTON, MA US",2019-01-03,10.51,0.02,0.0,38.0,46,32
USW00014739,"BOSTON, MA US",2019-01-04,11.18,0.0,0.0,40.0,48,34
USW00014739,"BOSTON, MA US",2019-01-05,9.17,0.53,0.0,41.0,43,38
USW00014739,"BOSTON, MA US",2019-01-06,14.32,0.0,0.0,40.0,47,25
USW00014739,"BOSTON, MA US",2019-01-07,11.63,0.0,0.0,26.0,31,19
USW00014739,"BOSTON, MA US",2019-01-08,7.61,0.02,0.0,34.0,43,30
USW00014739,"BOSTON, MA US",2019-01-09,15.66,0.13,0.0,40.0,46,35
USW00014739,"BOSTON, MA US",2019-01-10,16.11,0.0,0.0,36.0,37,26
USW00014739,"BOSTON, MA US",2019-01-11,18.12,0.0,0.0,27.0,30,17
USW00014739,"BOSTON, MA US",2019-01-12,14.76,0.0,0.0,20.0,29,15
USW00014739,"BOSTON, MA US",2019-01-13,8.28,0.0,0.0,22.0,29,16
USW00014739,"BOSTON, MA US",2019-01-14,8.72,0.0,0.0,26.0,31,23
USW00014739,"BOSTON, MA US",2019-01-15,7.38,0.0,0.0,30.0,39,24
USW00014739,"BOSTON, MA US",2019-01-16,11.63,0.0,0.0,32.0,41,25
USW00014739,"BOSTON, MA US",2019-01-17,9.62,0.0,0.0,27.0,33,18
USW00014739,"BOSTON, MA US",2019-01-18,6.71,0.0,0.0,32.0,43,27
USW00014739,"BOSTON, MA US",2019-01-19,12.08,0.13,0.5,33.0,37,28
USW00014739,"BOSTON, MA US",2019-01-20,17.9,1.2,1.1,30.0,37,10
USW00014739,"BOSTON, MA US",2019-01-21,20.13,0.0,0.0,9.0,10,5
USW00014739,"BOSTON, MA US",2019-01-22,14.09,0.0,0.0,14.0,28,7
USW00014739,"BOSTON, MA US",2019-01-23,13.65,0.0,0.0,29.0,48,20
USW00014739,"BOSTON, MA US",2019-01-24,23.71,1.0,0.0,52.0,59,37
USW00014739,"BOSTON, MA US",2019-01-25,13.65,0.0,0.0,39.0,42,29
USW00014739,"BOSTON, MA US",2019-01-26,8.5,0.0,0.0,30.0,36,25
USW00014739,"BOSTON, MA US",2019-01-27,13.2,0.0,0.0,35.0,47,27
USW00014739,"BOSTON, MA US",2019-01-28,10.07,0.0,0.0,34.0,42,24
USW00014739,"BOSTON, MA US",2019-01-29,12.53,0.05,0.0,28.0,38,20
USW00014739,"BOSTON, MA US",2019-01-30,15.88,0.16,0.5,33.0,39,9
USW00014739,"BOSTON, MA US",2019-01-31,17.22,0.0,0.0,12.0,18,5
USW00014739,"BOSTON, MA US",2019-02-01,13.2,0.0,0.0,16.0,23,10
USW00014739,"BOSTON, MA US",2019-02-02,12.75,0.0,0.0,22.0,35,14
USW00014739,"BOSTON, MA US",2019-02-03,6.26,0.0,0.0,34.0,39,27
USW00014739,"BOSTON, MA US",2019-02-04,9.4,0.0,0.0,45.0,63,35
USW00014739,"BOSTON, MA US",2019-02-05,12.08,0.0,0.0,51.0,65,40
USW00014739,"BOSTON, MA US",2019-02-06,10.07,0.37,0.0,40.0,44,33
USW00014739,"BOSTON, MA US",2019-02-07,9.62,0.21,0.0,38.0,42,35
USW00014739,"BOSTON, MA US",2019-02-08,13.2,0.07,0.0,43.0,57,31
USW00014739,"BOSTON, MA US",2019-02-09,19.69,0.0,0.0,31.0,36,25
USW00014739,"BOSTON, MA US",2019-02-10,12.3,0.0,0.0,30.0,37,24
USW00014739,"BOSTON, MA US",2019-02-11,10.51,0.0,0.0,32.0,37,26
USW00014739,"BOSTON, MA US",2019-02-12,14.09,0.91,2.4,26.0,38,19
USW00014739,"BOSTON, MA US",2019-02-13,13.42,0.28,0.1,38.0,43,33
USW00014739,"BOSTON, MA US",2019-02-14,13.65,0.0,0.0,35.0,40,31
USW00014739,"BOSTON, MA US",2019-02-15,11.41,0.1,0.0,40.0,52,31
USW00014739,"BOSTON, MA US",2019-02-16,12.08,0.0,0.0,43.0,49,31
USW00014739,"BOSTON, MA US",2019-02-17,9.62,0.0,0.0,30.0,34,24
USW00014739,"BOSTON, MA US",2019-02-18,10.29,0.31,3.6,30.0,32,21
USW00014739,"BOSTON, MA US",2019-02-19,13.42,0.0,0.0,25.0,34,18
USW00014739,"BOSTON, MA US",2019-02-20,8.05,0.1,0.8,26.0,31,21
USW00014739,"BOSTON, MA US",2019-02-21,10.29,0.42,1.3,34.0,48,26
USW00014739,"BOSTON, MA US",2019-02-22,8.95,0.0,0.0,42.0,46,36
USW00014739,"BOSTON, MA US",2019-02-23,6.49,0.0,0.0,35.0,38,30
USW00014739,"BOSTON, MA US",2019-02-24,13.87,0.48,0.0,39.0,47,34
USW00014739,"BOSTON, MA US",2019-02-25,23.04,0.0,0.0,39.0,42,30
USW00014739,"BOSTON, MA US",2019-02-26,20.13,0.0,0.0,29.0,32,20
USW00014739,"BOSTON, MA US",2019-02-27,9.62,0.05,1.2,20.0,26,13
USW00014739,"BOSTON, MA US",2019-02-28,8.5,0.15,2.2,24.0,31,19
USW00014739,"BOSTON, MA US",2019-03-01,6.71,0.0,0.0,29.0,38,23
USW00014739,"BOSTON, MA US",2019-03-02,10.07,0.18,2.0,33.0,34,32
USW00014739,"BOSTON, MA US",2019-03-03,8.5,0.09,0.7,35.0,41,32
USW00014739,"BOSTON, MA US",2019-03-04,13.2,0.97,9.9,36.0,40,25
USW00014739,"BOSTON, MA US",2019-03-05,10.51,0.0,0.0,26.0,31,19
USW00014739,"BOSTON, MA US",2019-03-06,16.11,0.0,0.0,24.0,27,18
USW00014739,"BOSTON, MA US",2019-03-07,13.87,0.0,0.0,21.0,30,15
USW00014739,"BOSTON, MA US",2019-03-08,10.96,0.0,0.0,27.0,38,18
USW00014739,"BOSTON, MA US",2019-03-09,6.93,0.0,0.0,34.0,46,26
USW00014739,"BOSTON, MA US",2019-03-10,12.75,0.46,0.9,35.0,40,31
USW00014739,"BOSTON, MA US",2019-03-11,14.54,0.0,0.0,43.0,50,37
USW00014739,"BOSTON, MA US",2019-03-12,13.87,0.0,0.0,40.0,45,34
USW00014739,"BOSTON, MA US",2019-03-13,7.83,0.0,0.0,36.0,40,30
USW00014739,"BOSTON, MA US",2019-03-14,7.38,0.0,0.0,41.0,51,36
USW00014739,"BOSTON, MA US",2019-03-15,12.97,0.2,0.0,52.0,64,40
USW00014739,"BOSTON, MA US",2019-03-16,18.79,0.0,0.0,50.0,56,36
USW00014739,"BOSTON, MA US",2019-03-17,14.09,0.0,0.0,38.0,43,32
USW00014739,"BOSTON, MA US",2019-03-18,10.29,0.0,0.0,36.0,44,28
USW00014739,"BOSTON, MA US",2019-03-19,7.83,0.0,0.0,39.0,48,32
USW00014739,"BOSTON, MA US",2019-03-20,10.51,0.0,0.0,40.0,51,31
USW00014739,"BOSTON, MA US",2019-03-21,10.74,0.0,0.0,43.0,52,33
USW00014739,"BOSTON, MA US",2019-03-22,21.03,0.88,0.0,41.0,44,40
USW00014739,"BOSTON, MA US",2019-03-23,21.7,0.04,0.0,41.0,48,34
USW00014739,"BOSTON, MA US",2019-03-24,13.2,0.0,0.0,44.0,60,34
USW00014739,"BOSTON, MA US",2019-03-25,10.29,0.0,0.0,47.0,52,36
USW00014739,"BOSTON, MA US",2019-03-26,10.07,0.0,0.0,37.0,44,31
USW00014739,"BOSTON, MA US",2019-03-27,10.74,0.0,0.0,36.0,41,30
USW00014739,"BOSTON, MA US",2019-03-28,15.21,0.01,0.0,41.0,54,33
USW00014739,"BOSTON, MA US",2019-03-29,11.41,0.03,0.0,49.0,58,44
USW00014739,"BOSTON, MA US",2019-03-30,11.63,0.0,0.0,51.0,67,44
USW00014739,"BOSTON, MA US",2019-03-31,17.0,0.09,0.0,58.0,70,41
USW00014739,"BOSTON, MA US",2019-04-01,16.11,0.0,0.0,42.0,47,37
USW00014739,"BOSTON, MA US",2019-04-02,10.51,0.05,0.0,42.0,53,30
USW00014739,"BOSTON, MA US",2019-04-03,18.12,0.4,0.0,47.0,65,40
USW00014739,"BOSTON, MA US",2019-04-04,17.67,0.0,0.0,46.0,53,38
USW00014739,"BOSTON, MA US",2019-04-05,10.51,0.13,0.0,40.0,46,35
USW00014739,"BOSTON, MA US",2019-04-06,7.38,0.09,0.0,47.0,67,37
USW00014739,"BOSTON, MA US",2019-04-07,8.28,0.0,0.0,55.0,69,43
USW00014739,"BOSTON, MA US",2019-04-08,11.63,0.31,0.0,47.0,54,37
USW00014739,"BOSTON, MA US",2019-04-09,9.84,0.06,0.0,38.0,41,36
USW00014739,"BOSTON, MA US",2019-04-10,13.65,0.01,0.0,42.0,47,36
USW00014739,"BOSTON, MA US",2019-04-11,9.84,0.0,0.0,42.0,52,35
USW00014739,"BOSTON, MA US",2019-04-12,,0.11,0.0,45.0,58,41
USW00014739,"BOSTON, MA US",2019-04-13,,0.28,0.0,,75,57
